Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Canada,Housing Index,2008-02-29T00:00:00,87.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-03-31T00:00:00,88.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-04-30T00:00:00,88.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-05-31T00:00:00,88.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-06-30T00:00:00,88.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-07-31T00:00:00,88.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-08-31T00:00:00,88.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-09-30T00:00:00,88.3,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-10-31T00:00:00,87.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-11-30T00:00:00,87.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2008-12-31T00:00:00,87.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-01-31T00:00:00,87,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-02-28T00:00:00,86.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-03-31T00:00:00,86,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-04-30T00:00:00,85.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-05-31T00:00:00,85.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-06-30T00:00:00,85.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-07-31T00:00:00,85.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-08-31T00:00:00,85.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-09-30T00:00:00,85.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-10-31T00:00:00,86.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-11-30T00:00:00,86.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2009-12-31T00:00:00,86.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-01-31T00:00:00,87.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-02-28T00:00:00,87.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-03-31T00:00:00,87.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-04-30T00:00:00,87.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-05-31T00:00:00,87.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-06-30T00:00:00,88,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-07-31T00:00:00,87.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-08-31T00:00:00,88,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-09-30T00:00:00,88.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-10-31T00:00:00,88.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-11-30T00:00:00,88.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2010-12-31T00:00:00,88.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-01-31T00:00:00,88.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-02-28T00:00:00,89,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-03-31T00:00:00,89,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-04-30T00:00:00,89.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-05-31T00:00:00,89.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-06-30T00:00:00,89.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-07-31T00:00:00,89.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-08-31T00:00:00,90,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-09-30T00:00:00,90.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-10-31T00:00:00,90.3,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-11-30T00:00:00,90.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2011-12-31T00:00:00,90.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-01-31T00:00:00,90.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-02-29T00:00:00,91,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-03-31T00:00:00,91.3,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-04-30T00:00:00,91.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-05-31T00:00:00,91.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-06-30T00:00:00,91.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-07-31T00:00:00,92,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-08-31T00:00:00,92.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-09-30T00:00:00,92.3,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-10-31T00:00:00,92.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-11-30T00:00:00,92.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2012-12-31T00:00:00,92.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-01-31T00:00:00,92.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-02-28T00:00:00,93,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-03-31T00:00:00,93,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-04-30T00:00:00,93.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-05-31T00:00:00,93.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-06-30T00:00:00,93.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-07-31T00:00:00,93.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-08-31T00:00:00,93.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-09-30T00:00:00,93.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-10-31T00:00:00,93.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-11-30T00:00:00,93.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2013-12-31T00:00:00,93.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-01-31T00:00:00,94.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-02-28T00:00:00,94.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-03-31T00:00:00,94.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-04-30T00:00:00,94.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-05-31T00:00:00,94.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-06-30T00:00:00,94.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-07-31T00:00:00,94.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-08-31T00:00:00,95.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-09-30T00:00:00,95.3,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-10-31T00:00:00,95.4,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-11-30T00:00:00,95.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2014-12-31T00:00:00,95.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-01-31T00:00:00,95.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-02-28T00:00:00,95.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-03-31T00:00:00,95.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-04-30T00:00:00,95.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-05-31T00:00:00,95.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-06-30T00:00:00,96.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-07-31T00:00:00,96.2,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-08-31T00:00:00,96.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-09-30T00:00:00,96.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-10-31T00:00:00,96.8,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-11-30T00:00:00,96.9,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2015-12-31T00:00:00,97,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-01-31T00:00:00,97.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-02-29T00:00:00,97.3,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-03-31T00:00:00,97.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-04-30T00:00:00,97.7,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-05-31T00:00:00,98.5,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-06-30T00:00:00,98.6,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-07-31T00:00:00,99,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-08-31T00:00:00,99.1,Monthly,CANADAHOUIND,2017-03-09T15:08:00
Canada,Housing Index,2016-09-30T00:00:00,99.3,Monthly,CANADAHOUIND,2017-03-09T14:31:00
Canada,Housing Index,2016-10-31T00:00:00,99.7,Monthly,CANADAHOUIND,2017-03-09T14:30:00
Canada,Housing Index,2016-11-30T00:00:00,99.9,Monthly,CANADAHOUIND,2017-03-09T14:30:00
Canada,Housing Index,2016-12-31T00:00:00,100,Monthly,CANADAHOUIND,2017-03-09T14:30:00
Canada,Housing Index,2017-01-31T00:00:00,100.1,Monthly,CANADAHOUIND,2017-03-09T14:31:00
Canada,Housing Index,2017-02-28T00:00:00,100.5,Monthly,CANADAHOUIND,2017-04-13T12:34:00
Canada,Housing Index,2017-03-31T00:00:00,100.7,Monthly,CANADAHOUIND,2017-05-11T12:46:00
Canada,Housing Index,2017-04-30T00:00:00,101.5,Monthly,CANADAHOUIND,2017-06-08T12:38:00
Canada,Housing Index,2017-05-31T00:00:00,102.2,Monthly,CANADAHOUIND,2017-07-13T12:35:00
Canada,Housing Index,2017-06-30T00:00:00,102.4,Monthly,CANADAHOUIND,2017-08-10T12:44:00
Canada,Housing Index,2017-07-31T00:00:00,102.8,Monthly,CANADAHOUIND,2017-09-14T12:39:00
Canada,Housing Index,2017-08-31T00:00:00,102.9,Monthly,CANADAHOUIND,2017-10-12T12:40:00
Canada,Housing Index,2017-09-30T00:00:00,103.1,Monthly,CANADAHOUIND,2017-11-09T13:36:00
Canada,Housing Index,2017-10-31T00:00:00,103.2,Monthly,CANADAHOUIND,2017-12-14T14:23:00
Canada,Housing Index,2017-11-30T00:00:00,103.3,Monthly,CANADAHOUIND,2018-01-11T13:49:00
Canada,Housing Index,2017-12-31T00:00:00,103.3,Monthly,CANADAHOUIND,2018-02-08T13:43:00
Canada,Housing Index,2018-01-31T00:00:00,103.3,Monthly,CANADAHOUIND,2018-03-08T13:45:00
Canada,Housing Index,2018-02-28T00:00:00,103.1,Monthly,CANADAHOUIND,2018-04-12T12:38:00
Canada,Housing Index,2018-03-31T00:00:00,103.1,Monthly,CANADAHOUIND,2018-05-10T12:38:00
Canada,Housing Index,2018-04-30T00:00:00,103.1,Monthly,CANADAHOUIND,2018-06-14T12:34:00
Canada,Housing Index,2018-05-31T00:00:00,103.1,Monthly,CANADAHOUIND,2018-07-14T10:18:00
Canada,Housing Index,2018-06-30T00:00:00,103.2,Monthly,CANADAHOUIND,2018-08-09T12:33:00
Canada,Housing Index,2018-07-31T00:00:00,103.3,Monthly,CANADAHOUIND,2018-09-13T12:33:00
Canada,Housing Index,2018-08-31T00:00:00,103.3,Monthly,CANADAHOUIND,2018-10-11T12:33:00
Canada,Housing Index,2018-09-30T00:00:00,103.3,Monthly,CANADAHOUIND,2018-11-08T13:37:00
Canada,Housing Index,2018-10-31T00:00:00,103.3,Monthly,CANADAHOUIND,2018-12-13T13:47:00
Canada,Housing Index,2018-11-30T00:00:00,103.3,Monthly,CANADAHOUIND,2019-01-10T13:32:00
Canada,Housing Index,2018-12-31T00:00:00,103.3,Monthly,CANADAHOUIND,2019-02-14T13:31:00
Canada,Housing Index,2019-01-31T00:00:00,103.2,Monthly,CANADAHOUIND,2019-03-14T12:36:00
Canada,Housing Index,2019-02-28T00:00:00,103.2,Monthly,CANADAHOUIND,2019-04-11T12:31:00
Canada,Housing Index,2019-03-31T00:00:00,103.2,Monthly,CANADAHOUIND,2019-05-09T12:34:00
Canada,Housing Index,2019-04-30T00:00:00,103.2,Monthly,CANADAHOUIND,2019-06-13T12:42:00
Canada,Housing Index,2019-05-31T00:00:00,103.1,Monthly,CANADAHOUIND,2019-07-11T12:33:00
Canada,Housing Index,2019-06-30T00:00:00,103,Monthly,CANADAHOUIND,2019-08-08T12:36:00
Canada,Housing Index,2019-07-31T00:00:00,102.9,Monthly,CANADAHOUIND,2019-09-12T12:36:00
Canada,Housing Index,2019-08-31T00:00:00,103,Monthly,CANADAHOUIND,2019-10-10T12:33:00
Canada,Housing Index,2019-09-30T00:00:00,103.2,Monthly,CANADAHOUIND,2019-11-14T13:40:00
Canada,Housing Index,2019-10-31T00:00:00,103.3,Monthly,CANADAHOUIND,2019-12-20T13:49:00
Canada,Housing Index,2019-11-30T00:00:00,103.2,Monthly,CANADAHOUIND,2019-12-20T13:49:00
Canada,Housing Index,2019-12-31T00:00:00,103.4,Monthly,CANADAHOUIND,2020-01-22T13:38:00
Canada,Housing Index,2020-01-31T00:00:00,103.4,Monthly,CANADAHOUIND,2020-02-20T13:42:00
Canada,Housing Index,2020-02-29T00:00:00,103.8,Monthly,CANADAHOUIND,2020-03-19T12:40:00
Canada,Housing Index,2020-03-31T00:00:00,104.1,Monthly,CANADAHOUIND,2020-04-22T13:06:00
Canada,Housing Index,2020-04-30T00:00:00,104.1,Monthly,CANADAHOUIND,2020-05-21T12:58:00
Canada,Housing Index,2020-05-31T00:00:00,104.2,Monthly,CANADAHOUIND,2020-06-18T12:54:00
Canada,Housing Index,2020-06-30T00:00:00,104.3,Monthly,CANADAHOUIND,2020-07-21T12:32:00
Canada,Housing Index,2020-07-31T00:00:00,104.7,Monthly,CANADAHOUIND,2020-08-21T12:43:00
Canada,Housing Index,2020-08-31T00:00:00,105.2,Monthly,CANADAHOUIND,2020-09-21T12:39:00
Canada,Housing Index,2020-09-30T00:00:00,106.5,Monthly,CANADAHOUIND,2020-10-21T12:38:00
Canada,Housing Index,2020-10-31T00:00:00,107.3,Monthly,CANADAHOUIND,2020-12-21T13:31:00
Canada,Housing Index,2020-11-30T00:00:00,107.9,Monthly,CANADAHOUIND,2020-12-21T13:31:00
Canada,Housing Index,2020-12-31T00:00:00,108.2,Monthly,CANADAHOUIND,2021-01-21T13:35:00
Canada,Housing Index,2021-01-31T00:00:00,109,Monthly,CANADAHOUIND,2021-02-18T13:32:00
Canada,Housing Index,2021-02-28T00:00:00,111.1,Monthly,CANADAHOUIND,2021-03-18T12:31:00
Canada,Housing Index,2021-03-31T00:00:00,112.3,Monthly,CANADAHOUIND,2021-04-22T12:32:00
Canada,Housing Index,2021-04-30T00:00:00,114.4,Monthly,CANADAHOUIND,2021-05-20T12:33:00
Canada,Housing Index,2021-05-31T00:00:00,116,Monthly,CANADAHOUIND,2021-06-18T12:45:00
Canada,Housing Index,2021-06-30T00:00:00,116.7,Monthly,CANADAHOUIND,2021-07-21T12:35:00
Canada,Housing Index,2021-07-31T00:00:00,117.2,Monthly,CANADAHOUIND,2021-08-20T12:34:00
Canada,Housing Index,2021-08-31T00:00:00,118,Monthly,CANADAHOUIND,2021-09-25T10:08:00
